sexo,edad,imce,vive_padre,vive_madre,sk1,sk2,sk3,sk4,sk5,sk6,sk7,sk8,sk9,sk10,sk11,sk12,sk13,act_fisica,area,educm,educp,madre_work
1,101,1.34,0,1,1,3,1,1,1,1,1,2,3,4,3,1,5,1,1,13,11,1
1,101,1.7,1,1,1,3,1,1,1,1,2,1,2,3,2,2,2,,0,12,10,-1
1,101,1.9,0,1,1,1,1,1,2,1,2,2,2,1,2,2,5,2,1,10,13,-1
1,101,1.02,1,1,1,2,1,1,3,3,3,1,3,3,1,1,1,1,1,13,13,-1
0,101,3.3,1,1,2,2,1,2,3,2,4,4,3,3,2,3,2,1,1,13,13,0
1,103,.49000001,1,1,3,2,1,3,2,3,4,2,3,4,3,1,2,1,0,5,13,-1
0,103,-.050000001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,0,0,13,-1
1,102,.37,1,1,1,2,3,3,3,2,5,2,2,2,2,5,5,,1,10,8,1
0,101,-1.45,1,1,1,1,1,1,1,1,2,1,5,3,2,5,3,2,1,6,9,1
0,101,1.77,0,1,1,2,1,1,2,2,3,2,1,1,1,1,1,3,0,16,20,-1
1,100,3.1099999,0,1,1,1,1,1,1,1,3,3,1,1,1,1,3,3,0,8,13,1
1,102,.94999999,1,1,1,2,2,1,2,2,2,2,2,3,2,2,2,2,1,9,9,1
0,103,-.68000001,1,1,1,1,1,1,1,1,2,1,2,3,1,1,3,1,1,10,10,-1
0,101,-.079999998,0,1,1,1,1,1,1,2,1,1,2,2,1,2,1,3,1,13,13,0
1,101,2.99,1,0,2,4,3,2,3,4,4,3,3,5,3,4,4,2,1,7,5,-1
1,102,-.38999999,1,1,1,2,1,1,1,2,2,3,3,3,2,1,5,2,1,11,11,-1
1,101,1.45,1,1,1,1,1,2,1,2,3,1,2,3,1,1,2,2,1,6,10,1
1,101,.86000001,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,8,12,-1
1,100,1.1,1,1,1,1,1,1,1,2,5,1,2,3,1,1,1,3,1,13,9,-1
1,103,2.0599999,0,1,1,1,1,2,2,2,3,2,3,3,3,4,5,2,1,11,11,0
1,102,.74000001,0,1,2,3,2,2,3,3,3,4,2,3,2,2,3,2,0,13,13,1
1,104,3.75,1,1,2,2,2,1,1,3,2,1,2,4,2,3,2,3,0,6,11,-1
0,100,.079999998,1,1,3,3,2,1,1,3,3,1,3,3,3,1,4,3,1,15,15,-1
0,102,1.03,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,1,9,13,-1
1,103,2.77,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,1,10,11,1
1,101,-.81999999,1,1,2,3,2,2,1,1,3,1,1,1,1,1,1,2,1,13,13,-1
1,101,.66000003,1,1,1,1,1,1,1,1,5,1,1,3,1,3,4,,1,13,11,1
0,102,-.25,0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,5,1,20,20,-1
0,106,3.23,1,0,1,2,1,1,1,1,2,1,1,2,1,1,1,3,0,0,16,-1
0,101,3.28,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,13,13,1
0,103,-1.49,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,5,1,,13,-1
0,101,2.7,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,13,7,1
1,100,1.3,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,3,1,9,9,1
1,101,-1.24,1,1,1,2,1,1,3,3,3,3,2,2,2,4,1,5,1,13,20,-1
1,100,.34,1,1,3,4,2,2,1,2,5,2,4,5,4,3,5,,1,0,10,0
0,106,2.22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,13,11,-1
0,101,-.12,1,1,1,1,1,1,1,2,3,2,1,3,1,4,2,1,1,10,10,1
1,101,1.39,1,0,1,1,2,1,1,1,1,1,1,3,1,1,3,1,1,,11,-1
1,103,2,1,1,3,3,3,3,3,3,5,2,4,4,4,4,5,5,1,9,11,1
0,101,2.51,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,2,1,9,13,-1
1,104,1.62,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,12,4,1
0,102,2.3800001,1,1,1,1,1,1,2,2,3,3,2,1,1,2,2,,1,13,9,1
1,102,2.1600001,1,1,1,1,1,1,1,1,3,1,1,4,1,1,5,3,1,5,8,-1
1,102,-.77999997,0,1,1,2,1,1,3,1,4,2,2,2,2,1,1,1,1,13,13,1
0,100,.059999999,1,1,1,2,1,1,1,2,1,1,2,2,2,1,1,1,1,16,18,-1
1,100,1.54,1,1,2,2,1,2,3,3,5,5,2,1,1,1,1,1,1,9,11,1
1,100,-.07,1,1,1,3,2,2,2,3,2,2,1,3,1,1,1,2,1,13,11,0
1,101,2.0599999,1,1,3,5,5,2,3,1,1,3,1,5,1,1,2,2,1,9,9,0
1,100,2.46,0,1,2,1,1,1,1,3,3,3,4,4,4,2,2,2,0,9,3,1
1,106,1.16,0,1,1,1,1,1,1,3,2,3,3,5,1,1,1,3,1,18,13,1
1,101,2.7,1,1,1,1,1,1,1,1,4,3,3,1,1,1,1,,1,0,9,-1
1,101,-.25999999,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,12,9,-1
1,100,1.55,1,1,1,1,1,1,1,1,3,3,1,3,2,1,3,2,1,22,11,0
1,100,.47999999,1,1,1,1,1,2,1,3,3,1,1,5,3,3,1,5,1,10,13,-1
0,99,.57999998,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,14,13,-1
1,101,.64999998,1,1,1,1,1,1,1,2,1,1,2,3,1,2,1,3,1,19,19,1
1,101,-.50999999,0,1,3,3,3,3,2,1,4,1,2,3,2,2,4,3,1,10,12,-1
1,101,1.0700001,1,1,1,4,1,4,5,5,1,5,5,2,5,1,3,1,1,13,13,-1
1,100,1.8200001,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,0,9,-1
0,104,2.4400001,1,1,1,1,1,1,1,1,5,2,1,1,1,1,1,1,1,5,5,-1
1,101,3.01,0,1,1,1,1,1,1,1,2,1,1,3,1,2,3,2,1,13,10,1
1,101,.56,1,1,1,2,1,1,1,2,2,1,1,3,1,1,1,5,1,11,13,-1
1,101,1.5700001,1,1,1,2,2,2,1,3,3,1,2,3,2,3,3,3,1,10,12,-1
1,104,1.0700001,1,1,1,2,2,2,2,1,1,3,3,2,2,3,3,3,1,12,7,-1
1,99,.68000001,1,1,1,1,1,1,3,3,1,3,1,4,1,4,1,2,1,9,13,-1
0,100,1.84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,14,13,1
1,100,-.23999999,0,1,3,3,4,3,2,1,3,2,3,5,3,2,3,2,1,13,3,0
1,100,1.5,0,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,6,9,-1
1,101,1.3,0,1,1,2,1,1,1,3,1,1,1,4,1,5,1,4,0,13,22,0
1,99,.31999999,0,1,1,3,2,2,2,3,3,2,1,4,1,1,2,3,1,13,13,-1
1,100,.98000002,1,1,1,2,1,1,1,2,5,1,1,3,1,1,1,3,1,9,9,-1
1,100,.73000002,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,9,9,-1
0,99,-.30000001,0,1,1,1,1,1,1,5,1,3,1,3,2,3,1,,0,7,7,-1
1,101,1.1,0,1,3,3,4,4,4,4,3,4,4,4,4,4,4,1,1,18,18,0
0,100,2.99,0,1,1,1,1,1,2,2,5,2,2,3,2,1,1,1,1,11,10,-1
1,101,3.3,0,1,2,3,1,2,1,1,1,2,1,5,1,2,5,2,1,7,13,-1
1,100,1.9299999,0,1,3,3,2,3,2,2,4,3,3,3,1,1,1,2,1,11,13,0
1,99,.64999998,1,1,2,2,2,3,2,2,2,1,2,3,4,3,3,2,1,13,9,-1
0,99,.74000001,1,1,2,3,3,3,2,3,1,4,3,5,4,4,4,2,1,9,9,1
0,100,-.82999998,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,11,15,-1
1,99,-.49000001,1,1,1,1,1,1,1,2,1,1,1,3,3,1,3,1,1,11,13,1
1,99,2.8699999,1,1,1,1,1,1,1,2,4,1,1,2,1,1,1,1,1,9,11,1
0,99,-.1,0,0,1,1,1,1,1,1,3,1,1,2,1,2,1,2,1,17,16,1
1,100,.58999997,0,1,1,3,1,2,2,3,3,2,3,3,2,1,2,2,1,18,13,1
1,99,-.73000002,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,3,1,9,9,-1
0,99,1.0599999,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,13,13,1
1,102,2.6800001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,7,9,-1
0,99,1.71,1,0,1,1,3,3,1,3,1,3,2,3,2,3,2,2,1,,9,-1
1,101,.86000001,0,1,1,1,1,1,1,1,2,1,2,3,1,4,4,1,1,10,13,-1
1,99,1.1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,2,2,1,6,13,-1
0,100,-.94,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,1,9,9,-1
0,100,.44,0,1,2,2,2,2,2,2,3,3,2,4,4,3,4,3,1,9,13,-1
1,100,.38999999,1,1,1,1,1,1,1,1,3,1,1,2,3,3,3,3,1,18,15,1
1,99,1.34,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,4,0,9,7,-1
1,99,1.73,1,1,1,1,1,1,2,3,4,2,1,2,1,1,2,3,1,13,10,0
0,101,.62,1,1,2,3,2,2,2,2,4,2,3,3,2,2,3,3,0,9,9,-1
1,99,.02,1,1,2,2,1,1,1,2,3,1,1,1,1,1,1,3,1,18,15,1
1,99,.34999999,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,1,10,20,0
0,101,2.03,0,0,2,2,2,2,2,2,4,2,2,2,2,2,2,,1,9,7,-1
1,103,-.44,1,1,1,1,1,2,1,1,2,1,2,3,2,3,3,3,1,13,13,-1
1,100,-.2,1,1,1,1,1,1,1,2,3,1,1,3,1,1,2,1,1,9,9,-1
0,99,-.039999999,1,1,1,2,1,1,1,2,1,1,1,1,1,1,4,5,0,12,12,-1
1,100,-.49000001,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,3,1,8,4,1
0,104,-.70999998,0,1,1,1,1,1,1,2,3,3,4,2,2,3,1,2,0,13,13,-1
1,99,1.09,0,1,1,1,1,1,1,1,5,1,1,1,1,1,5,4,1,11,11,1
1,101,.07,1,1,1,2,1,1,1,2,3,2,1,3,1,1,1,2,0,10,12,-1
1,100,.02,1,1,1,3,1,1,1,2,5,1,1,2,1,1,3,3,1,13,13,1
1,100,3.3599999,1,1,1,1,1,1,1,3,2,1,1,3,2,1,1,,1,13,9,-1
1,99,.99000001,0,1,1,2,1,1,1,1,3,3,4,1,4,5,4,1,1,13,3,1
1,99,1.3099999,0,1,1,1,1,1,1,2,3,2,1,2,2,1,1,3,1,7,9,1
1,98,-.18000001,1,0,1,1,1,1,1,3,2,3,1,1,1,1,4,2,1,,16,-1
0,99,.14,1,1,1,2,1,2,2,2,2,2,2,3,2,2,3,1,1,13,16,1
1,99,2.1700001,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,3,1,17,19,1
1,99,.79000002,1,1,1,2,1,1,1,3,2,1,1,3,3,1,1,3,1,6,13,0
0,100,.43000001,1,1,1,1,1,1,1,2,3,1,1,3,1,1,1,2,1,12,13,-1
1,103,2.7,1,1,3,3,3,3,3,4,4,3,2,4,1,2,3,2,1,4,13,-1
1,99,-.98000002,1,1,1,3,3,3,3,5,3,3,5,5,3,1,3,3,1,19,17,1
1,98,3.96,1,1,1,2,2,1,2,2,3,3,1,2,2,1,2,3,1,13,13,-1
0,99,.86000001,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,0,9,11,1
1,101,1.23,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,1,7,7,1
1,99,3.04,0,1,1,1,3,2,2,4,2,3,1,1,1,1,1,4,1,9,6,0
1,100,-.16,1,0,1,2,1,1,1,1,2,1,1,1,1,1,2,3,1,,9,-1
1,100,1.13,0,1,1,1,1,1,2,2,3,2,1,2,1,1,1,3,1,12,10,1
1,98,2.1199999,1,1,2,3,2,3,1,1,5,2,4,4,3,2,3,2,1,9,9,-1
1,99,.15000001,1,1,2,1,3,1,1,1,2,1,1,1,1,1,3,2,1,7,10,-1
0,101,-.93000001,1,1,1,2,2,1,1,2,2,2,1,2,1,1,1,2,1,11,11,-1
1,99,-1.23,0,1,1,1,3,2,1,1,1,1,1,1,2,2,1,4,1,11,11,1
1,100,2.6700001,1,1,1,1,1,1,3,4,3,1,3,1,1,2,2,3,1,4,4,-1
1,100,-.15000001,1,1,2,3,1,1,2,1,3,1,2,2,2,1,1,3,1,5,13,-1
1,103,2.29,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,20,-1
1,98,.41999999,0,1,1,2,1,1,1,2,3,2,3,4,1,2,3,2,1,17,13,1
1,98,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,5,8,1
1,99,-1.02,1,1,1,4,4,3,3,3,3,3,3,2,1,2,1,2,1,13,13,0
1,99,.56999999,0,1,1,1,1,1,1,1,2,2,2,3,2,2,2,1,1,20,20,1
1,105,5.04,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,1,0,11,1
1,99,2.02,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,3,1,0,13,-1
1,99,-.93000001,1,1,1,2,2,1,1,2,3,2,2,2,2,2,3,1,1,13,13,1
0,103,2.02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,11,11,0
1,100,1.27,1,1,3,3,1,3,3,2,3,2,2,3,3,2,3,1,1,12,12,-1
1,99,2.0999999,0,1,1,2,2,3,2,2,2,3,4,3,3,3,3,3,1,9,10,-1
1,99,2.6300001,1,1,1,2,2,2,1,1,2,1,1,2,1,1,2,5,1,13,9,1
0,99,1.87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,8,6,-1
1,98,1.23,1,1,2,2,2,2,1,3,4,2,2,3,2,4,5,3,1,15,13,1
1,99,-.13,0,1,1,2,1,1,2,2,3,1,1,2,1,1,1,3,1,13,13,0
1,100,.34,1,1,1,2,2,1,1,2,4,2,2,3,3,2,2,3,1,9,13,-1
1,99,-1.08,1,1,1,1,1,1,2,2,2,2,5,4,2,4,1,3,0,17,17,1
1,101,-.92000002,0,1,1,1,1,1,1,3,4,3,1,3,3,5,3,5,1,7,13,0
1,98,1.91,1,1,2,3,3,3,2,2,3,2,3,3,3,2,4,2,1,13,14,0
0,99,.91000003,1,1,1,1,1,1,1,1,1,3,3,3,1,1,3,1,1,13,13,-1
0,98,.67000002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,11,11,-1
1,98,1.36,1,1,1,3,1,2,1,3,2,1,1,3,1,1,5,,1,7,7,0
1,98,.44999999,1,1,1,2,3,1,2,5,4,4,3,3,2,5,2,3,1,11,12,-1
1,98,1.15,1,1,1,1,1,1,2,2,3,1,1,3,1,1,1,3,0,5,5,-1
0,100,3.3399999,1,1,1,1,2,2,3,5,3,4,1,5,1,1,1,2,0,5,5,-1
1,100,1.77,1,1,1,1,1,1,2,2,4,1,1,2,1,2,2,2,1,13,13,1
0,98,-.43000001,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,4,1,13,5,-1
1,99,.70999998,0,1,1,1,1,1,1,1,3,1,1,3,1,1,1,3,1,13,11,1
1,98,.92000002,1,1,1,1,2,2,1,1,3,1,2,3,1,1,3,3,1,5,13,0
1,98,2.1300001,1,1,1,2,1,1,1,1,3,1,2,2,2,3,3,3,1,11,13,-1
1,100,2.8099999,1,0,1,1,1,1,1,1,2,1,1,2,1,1,1,3,1,,9,-1
0,99,.92000002,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,9,11,-1
1,98,3.4300001,1,1,1,1,1,1,2,1,3,1,4,3,3,3,1,2,1,13,13,-1
1,99,1.46,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,4,1,12,15,-1
1,98,.37,0,1,3,3,1,2,3,3,5,3,3,3,3,3,3,2,1,10,9,-1
1,99,.039999999,1,1,1,2,1,1,3,2,4,3,1,1,1,1,1,3,1,13,13,1
0,99,2.49,1,1,1,1,1,1,1,2,3,2,1,3,1,3,1,2,1,18,18,1
0,101,1.11,1,1,5,3,3,2,3,4,1,2,4,5,4,2,3,2,1,9,10,1
1,99,-1.75,0,1,1,3,1,1,2,1,3,3,5,3,1,1,2,,1,10,9,1
1,104,2.28,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,2,1,10,10,1
1,98,.86000001,1,1,1,1,3,5,1,3,1,1,3,3,3,1,3,3,1,9,9,-1
1,98,.37,0,1,2,2,3,2,2,1,3,2,2,5,2,1,2,3,1,10,10,1
0,99,-.02,1,1,3,3,3,3,3,3,3,3,3,4,4,4,3,1,1,12,13,-1
0,98,.02,1,0,1,2,1,1,3,3,3,4,2,1,1,1,2,,1,10,13,-1
1,98,2.4400001,0,1,1,1,1,2,1,1,3,3,3,4,1,1,3,2,1,9,11,0
1,99,.76999998,0,1,1,1,1,2,4,1,1,4,2,2,2,2,2,1,1,13,13,-1
1,100,-.14,1,1,1,1,1,2,1,1,4,1,1,2,2,2,2,2,1,11,10,-1
0,99,.17,0,0,1,3,1,2,3,3,2,3,2,3,2,3,2,2,1,16,3,-1
1,103,1.38,0,1,2,1,1,1,1,1,5,5,1,3,3,1,1,5,1,9,9,-1
1,98,-2.51,0,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,9,9,1
1,99,3.53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,18,18,1
1,98,-3.03,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,5,1,9,8,-1
0,98,1.79,1,1,1,1,1,1,1,2,3,1,1,1,1,3,1,2,1,13,13,1
1,101,.23999999,0,1,1,2,1,1,1,2,2,1,1,3,1,1,1,1,1,11,13,0
1,99,.11,1,1,1,1,1,1,1,1,3,3,1,3,1,4,3,3,1,12,9,1
0,100,.55000001,1,1,1,1,1,1,2,2,3,2,2,1,1,2,2,3,1,15,17,1
1,99,-.75,1,1,1,2,1,1,1,1,1,3,2,4,3,3,3,2,1,13,13,1
0,98,1.9299999,1,1,2,2,2,2,1,4,4,2,2,3,2,3,1,2,1,10,13,-1
1,99,.70999998,1,1,1,1,1,1,1,1,3,1,1,2,1,2,1,3,1,10,11,-1
1,98,1.84,1,1,1,1,1,1,1,1,4,3,2,3,3,3,3,2,1,8,7,-1
0,98,1.71,0,0,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,0,10,-1
1,98,-.029999999,1,1,1,2,2,1,1,1,5,5,1,1,3,1,2,5,1,13,13,0
1,99,2.5799999,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,9,13,-1
0,100,2.29,1,1,1,1,1,1,1,2,3,2,1,2,2,2,2,1,1,13,17,-1
1,98,-.039999999,1,1,1,1,1,1,1,2,3,1,1,2,1,2,1,3,1,12,18,-1
1,98,.82999998,0,1,1,1,3,2,1,1,2,1,3,1,2,1,1,3,1,11,11,1
1,101,1.47,1,1,1,2,2,2,1,3,3,1,1,2,1,1,3,3,1,0,5,-1
1,98,-1.51,1,1,1,1,2,1,1,1,2,1,1,2,3,1,3,3,0,13,7,-1
0,98,.18000001,1,1,1,1,1,1,1,1,3,2,2,2,2,2,1,2,1,5,9,1
1,97,.60000002,0,1,2,2,2,2,2,4,4,2,2,2,2,2,2,3,1,9,7,1
1,98,.88,1,1,5,5,5,1,1,1,1,1,1,1,1,3,5,2,0,7,9,-1
1,99,1.58,0,1,1,1,1,1,1,1,3,1,1,2,1,2,1,3,1,11,16,-1
1,99,1.83,0,1,1,1,1,1,1,1,3,1,1,2,1,2,1,3,1,11,16,-1
0,99,-.36000001,1,1,1,1,1,1,1,2,3,1,1,2,1,1,1,3,1,11,11,-1
1,97,.33000001,1,1,1,1,1,1,1,1,1,2,2,4,3,2,1,3,1,14,20,-1
1,98,-.56,1,1,1,1,1,1,1,2,3,1,2,2,2,2,1,3,0,13,13,-1
1,98,-.19,0,1,2,1,1,1,1,1,3,1,1,3,1,1,1,,0,9,2,1
1,98,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,11,5,1
1,98,3.27,1,1,1,1,2,2,2,3,1,1,1,5,4,2,4,1,0,11,11,-1
1,99,-2.1400001,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,9,13,1
0,98,.17,1,1,2,2,1,2,2,2,3,3,2,3,3,2,1,2,1,10,9,1
1,98,-1.28,0,1,3,2,2,2,1,1,5,1,2,2,1,1,1,3,1,7,11,-1
0,98,3.75,0,1,1,1,3,4,4,1,3,3,1,1,1,3,3,2,1,13,16,1
1,99,.55000001,1,1,1,2,1,1,2,2,3,2,1,3,2,3,3,2,1,10,11,-1
0,98,.44,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,9,10,1
0,98,-1.86,1,1,1,1,3,3,1,2,3,3,1,2,1,1,2,2,1,16,16,1
1,100,3.23,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,,1,11,11,-1
1,100,.99000001,1,1,2,2,1,1,1,2,3,1,1,1,1,2,1,2,1,17,20,1
0,97,1.77,1,0,3,2,3,3,1,3,3,3,3,3,3,4,4,2,1,0,9,-1
1,98,.76999998,1,1,3,3,1,3,2,4,5,3,3,5,5,5,5,2,1,9,7,0
0,98,1.15,1,1,1,1,1,1,1,1,2,2,1,3,1,1,1,2,1,9,13,-1
0,98,3.25,0,1,2,3,2,2,1,1,4,1,2,1,1,1,1,1,1,9,6,0
0,98,-.38,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,,13,-1
1,98,1.76,1,1,2,3,2,3,4,4,2,4,3,5,4,3,5,2,1,13,12,0
1,98,3.25,1,1,1,3,2,1,1,2,3,2,3,3,1,2,3,3,1,0,2,1
0,98,1.83,1,1,1,1,1,1,1,1,3,3,1,2,2,2,2,1,1,11,11,1
1,99,.75999999,1,1,1,1,3,1,2,4,1,1,1,3,1,3,3,2,1,13,14,1
0,100,.34,1,1,1,1,1,1,1,1,1,3,1,2,2,2,2,1,1,10,7,-1
1,98,-.029999999,1,1,1,2,1,2,2,1,3,2,2,2,2,3,2,3,1,9,9,-1
0,98,.97000003,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,0,13,13,-1
1,98,.62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,11,9,-1
1,99,1.01,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,4,1,12,12,1
1,99,-.11,0,1,1,3,1,1,1,1,3,1,1,2,1,1,1,5,0,9,9,-1
1,97,2.5699999,0,1,1,3,2,2,3,3,1,3,2,1,1,1,3,2,1,13,13,1
0,97,.41999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,16,16,1
0,102,.43000001,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,13,20,-1
0,98,3.6300001,0,1,1,1,3,1,1,1,2,1,1,3,3,1,1,1,1,10,8,-1
1,97,1.15,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,2,1,20,17,1
0,97,.93000001,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,13,13,-1
1,98,-.27000001,0,1,2,4,2,4,2,3,5,1,4,4,4,4,5,1,1,0,0,1
0,100,2.4300001,1,1,1,2,2,2,1,1,2,1,1,1,1,2,1,2,1,9,13,-1
0,98,2.5699999,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,5,1,13,13,1
0,99,1.12,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,0,6,6,-1
1,102,2,0,1,1,2,2,1,2,2,3,1,1,3,1,1,2,3,1,11,11,1
1,98,.81,1,1,3,3,2,2,2,2,2,4,1,1,1,1,1,2,1,9,9,1
1,98,1.12,1,1,2,2,1,3,1,1,1,1,1,3,1,1,1,2,1,13,9,1
1,97,4.54,1,1,2,2,3,3,3,3,3,4,5,5,5,5,4,1,1,9,11,-1
0,98,1.74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,13,10,-1
0,97,1.7,0,1,1,1,1,1,1,2,3,1,1,5,1,1,1,3,1,13,6,1
1,98,2.21,0,1,1,1,1,1,1,3,2,1,1,3,1,2,1,1,1,13,13,-1
0,97,2.28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,10,14,1
1,97,-1.89,1,1,1,2,2,2,2,2,4,2,2,2,2,1,1,5,1,13,13,1
1,103,2.22,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,3,1,13,11,-1
1,99,-.079999998,0,1,1,1,1,1,2,2,4,2,1,2,2,2,1,2,1,13,13,0
1,97,1.45,1,1,1,2,1,1,1,2,1,1,1,4,2,2,2,3,1,9,4,1
0,98,-1.91,0,1,1,1,1,1,1,1,2,1,2,3,2,3,2,2,1,13,13,0
1,98,-3.25,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,5,-1
1,98,2.8299999,0,1,2,2,2,2,2,2,3,2,2,2,2,2,2,,1,7,0,-1
1,97,.74000001,1,1,1,2,4,1,4,5,3,2,1,1,1,1,1,4,1,9,13,0
0,99,.25999999,0,1,1,1,1,1,1,1,4,1,3,3,3,2,3,3,1,13,16,1
1,98,-.94999999,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,13,13,-1
1,98,.37,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,3,1,13,13,1
1,97,.059999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,9,9,-1
1,97,.63999999,1,1,2,4,2,2,3,4,5,4,4,5,3,2,5,1,1,9,10,-1
0,97,-.37,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,4,0,1
1,97,2.6600001,1,1,1,2,1,1,1,1,3,3,2,5,2,4,4,2,1,13,13,-1
0,99,1.1799999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,6,20,0
0,98,2.27,0,0,1,2,1,1,1,2,3,1,1,3,3,1,2,1,1,0,4,-1
0,98,-.62,1,1,1,1,2,2,1,1,1,1,1,4,1,3,1,3,1,11,13,-1
1,97,.51999998,1,1,1,1,1,1,1,1,5,2,1,2,1,1,1,2,1,13,13,1
0,97,1.72,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,15,16,1
1,97,2.03,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,9,7,-1
1,99,-.039999999,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,5,1,10,13,-1
1,97,.70999998,0,1,1,2,1,1,2,2,4,2,3,3,4,5,4,1,1,9,0,-1
1,99,2.72,1,1,1,1,1,1,1,2,3,2,1,3,1,2,2,2,0,10,9,-1
0,97,-.63,0,0,1,1,1,1,1,1,5,1,1,1,1,1,1,3,1,9,9,-1
0,97,2.75,1,1,1,3,2,2,3,4,2,4,2,2,2,4,2,1,1,19,17,1
1,101,-1.6799999,1,1,1,3,3,1,1,4,2,2,2,2,3,3,3,2,1,13,16,-1
1,97,-.70999998,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,3,1,11,9,1
1,98,.37,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,11,13,-1
1,98,-1.26,1,1,2,3,1,1,1,2,4,1,1,5,1,1,1,3,1,4,13,-1
1,98,.30000001,0,1,1,3,1,3,2,2,4,4,1,5,2,3,5,2,0,13,9,-1
1,97,.85000002,0,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,13,13,1
1,98,1.12,0,1,1,1,1,1,1,1,5,1,1,4,1,1,1,3,1,11,11,1
